x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,synthetic,key_point,withheld,scan_angle_rank,user_data,point_source_id,gps_time
829552.3177274289,5932731.6562523125,539.82,7,1,1,0,0,6,0,0,0,18,26,2100,363512138.4937316
829550.8557149576,5932731.891211736,541.59,4,2,2,0,0,6,0,0,0,18,26,2100,363512138.4869614
829552.3030881955,5932731.42162503,540.94,6,1,1,0,0,6,0,0,0,18,26,2100,363512138.4937306
829546.0458947896,5932734.810571104,539.23,7,1,1,0,0,6,0,0,0,18,26,2100,363512138.4666584
829541.5866981833,5932735.852576472,538.17,3,1,1,0,0,6,0,0,0,18,6,2100,363512138.4395842
829541.3236317879,5932736.5419540405,538.17,3,1,1,0,0,6,0,0,0,18,6,2100,363512138.4395851
829542.215514664,5932736.629814856,538.2,5,1,1,0,0,6,0,0,0,18,6,2100,363512138.4463541
829543.5897475136,5932735.837599296,538.33,2,1,1,0,0,6,0,0,0,18,26,2100,363512138.453122
829541.0020997514,5932737.319349003,538.4,5,1,1,0,0,6,0,0,0,18,6,2100,363512138.439586
829541.9378333921,5932737.363192951,538.14,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.446355
829541.7039962634,5932737.979230702,538.09,8,1,1,0,0,6,0,0,0,18,6,2100,363512138.446356
829542.8297833292,5932737.891051489,538.05,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.4531247
829543.7362950296,5932738.03757407,538.0,1,1,2,0,0,6,0,0,0,18,6,2100,363512138.4598942
829543.0782337792,5932737.231010214,538.07,5,1,1,0,0,6,0,0,0,18,6,2100,363512138.4531238
829544.5108510172,5932735.705482123,539.1800000000001,6,1,2,0,0,6,0,0,0,18,26,2100,363512138.4598906
829545.9727875508,5932734.6492936965,540.5600000000001,10,1,1,0,0,6,0,0,0,18,26,2100,363512138.4666575
829543.4289497517,5932735.867011909,539.92,9,1,1,0,0,6,0,0,0,18,26,2100,363512138.4531211
829543.3412317846,5932735.764405363,541.3,4,1,1,0,0,6,0,0,0,18,26,2100,363512138.4531202
829544.5839113701,5932735.353492875,539.88,7,1,1,0,0,6,0,0,0,18,26,2100,363512138.4598897
829549.5837544152,5932732.302047731,540.59,9,2,2,0,0,6,0,0,0,18,26,2100,363512138.480193
829549.3791514499,5932732.8740781685,540.47,8,1,1,0,0,6,0,0,0,18,26,2100,363512138.4801939
829547.5078299082,5932733.827690417,539.85,9,1,1,0,0,6,0,0,0,18,26,2100,363512138.4734261
829547.4785726632,5932733.593070802,541.13,6,1,1,0,0,6,0,0,0,18,26,2100,363512138.4734252
829551.748527135,5932738.007051573,540.34,5,2,3,0,0,3,0,0,0,18,3,2100,363512138.5072775
829550.7826089825,5932731.729937134,543.0,3,2,2,0,0,6,0,0,0,18,26,2100,363512138.4869604
829552.0253629637,5932731.627079302,543.19,5,1,1,0,0,6,0,0,0,18,26,2100,363512138.4937297
829545.6073638242,5932735.001436041,543.02,7,1,1,0,0,6,0,0,0,18,26,2100,363512138.4666566
829541.7916008882,5932736.791346252,542.0600000000001,2,1,1,0,0,6,0,0,0,18,26,2100,363512138.4463523
829544.2477192804,5932735.646962323,542.3,6,1,1,0,0,6,0,0,0,18,26,2100,363512138.4598887
829542.5373240536,5932736.8206802085,545.55,5,1,1,0,0,1,0,0,0,18,1,2100,363512138.4531193
829548.9552653999,5932733.343568012,543.0600000000001,2,1,2,0,0,6,0,0,0,18,26,2100,363512138.480193
829547.3031568206,5932733.622491209,542.88,4,2,2,0,0,6,0,0,0,18,26,2100,363512138.4734242
829550.490313579,5932732.492653216,543.01,6,1,2,0,0,6,0,0,0,18,26,2100,363512138.4869614
829551.6754257195,5932737.875110314,541.75,7,1,1,0,0,3,0,0,0,18,3,2100,363512138.5072765
829551.8800246977,5932737.2590854075,542.05,5,1,2,0,0,3,0,0,0,18,3,2100,363512138.5072757
829558.2093054537,5932728.061907865,538.0,2,2,2,0,0,6,0,0,0,18,26,2100,363512138.5208035
829556.4988297878,5932729.074174902,537.74,4,1,1,0,0,6,0,0,0,18,26,2100,363512138.5140363
829556.3234140665,5932729.1035954775,539.49,4,1,1,0,0,6,0,0,0,18,26,2100,363512138.5140354
829557.7562094182,5932728.810043025,539.79,6,1,2,0,0,6,0,0,0,18,6,2100,363512138.5208035
829557.9608082544,5932728.194019625,540.12,6,1,1,0,0,6,0,0,0,18,6,2100,363512138.5208026
829554.9345424689,5932729.646519846,540.52,3,2,2,0,0,6,0,0,0,18,26,2100,363512138.5072666
829554.7591713774,5932730.1745390175,540.21,8,1,1,0,0,6,0,0,0,18,26,2100,363512138.5072675
829553.3557084358,5932731.054751977,539.82,9,1,1,0,0,6,0,0,0,18,26,2100,363512138.5005001
829554.5838052288,5932730.746554298,539.78,3,1,2,0,0,6,0,0,0,18,26,2100,363512138.5072685
829553.326449384,5932730.820129072,541.0,6,1,1,0,0,6,0,0,0,18,26,2100,363512138.5004993
829556.1333841893,5932729.177017831,541.22,4,2,2,0,0,6,0,0,0,18,26,2100,363512138.5140345
829559.7150412126,5932726.551067396,540.1,5,1,1,0,0,6,0,0,0,18,6,2100,363512138.5275692
829559.4665898274,5932727.1964412965,540.07,6,1,1,0,0,6,0,0,0,18,6,2100,363512138.5275701
829561.2355999985,5932726.550819755,539.96,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.534338
829561.0017673429,5932727.181524994,539.94,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.5343389
829559.2327618481,5932727.871142274,539.92,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.527571
829558.9843130477,5932728.531183644,539.91,8,1,1,0,0,6,0,0,0,18,6,2100,363512138.5275719
829560.6802379057,5932727.988244832,539.92,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.5343399
829560.4171732498,5932728.677622353,539.92,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.5343407
829562.5952760588,5932726.183938316,540.07,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.5411064
829562.3468255671,5932726.8439756,539.94,10,1,1,0,0,6,0,0,0,18,6,2100,363512138.5411074
829563.8672630262,5932726.066396644,539.94,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.5478749
829563.6188186296,5932726.755770087,539.89,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.5478759
829564.4229710485,5932726.814308471,539.9,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.5546441
829562.0983771964,5932727.504017323,539.94,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.5411083
829561.7914663007,5932728.296068178,539.92,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.5411092
829563.3411376294,5932727.474482348,539.86,9,1,1,0,0,6,0,0,0,18,6,2100,363512138.5478768
829564.189135949,5932727.430346427,539.86,3,1,2,0,0,6,0,0,0,18,6,2100,363512138.554645
829558.721247578,5932729.220559811,539.87,3,1,2,0,0,6,0,0,0,18,6,2100,363512138.5275728
829560.1833424742,5932729.322993758,539.88,7,1,1,0,0,6,0,0,0,18,6,2100,363512138.5343416
829561.7042864098,5932731.728092535,539.89,3,2,3,0,0,3,0,0,0,18,3,2100,363512138.5478823
829562.3768759007,5932731.772038573,541.47,2,1,2,0,0,3,0,0,0,18,3,2100,363512138.5546497
829553.064283323,5932737.141548269,541.6,3,1,2,0,0,3,0,0,0,18,3,2100,363512138.5140446
829561.7631180402,5932734.074708653,538.42,6,1,2,0,0,3,0,0,0,18,3,2100,363512138.5546542
829562.0115474116,5932733.1653738,539.65,1,2,3,0,0,3,0,0,0,18,3,2100,363512138.5546525
829561.7923297777,5932733.78140371,539.4300000000001,8,1,2,0,0,3,0,0,0,18,3,2100,363512138.5546534
829561.1343075961,5932733.1801915895,539.97,5,2,3,0,0,3,0,0,0,18,3,2100,363512138.5478841
829560.2569071405,5932732.153681677,540.57,2,1,2,0,0,3,0,0,0,18,3,2100,363512138.5411138
829561.3827363438,5932732.2708554985,541.16,6,1,3,0,0,3,0,0,0,18,3,2100,363512138.5478823
829560.7396769245,5932733.840309889,541.53,5,1,3,0,0,3,0,0,0,18,3,2100,363512138.5478841
829562.5381027241,5932734.4266405115,540.03,7,1,2,0,0,3,0,0,0,18,3,2100,363512138.5614217
829563.605367931,5932734.074475125,540.23,2,2,3,0,0,3,0,0,0,18,3,2100,363512138.5681892
829561.894592162,5932733.077443261,541.16,2,2,3,0,0,3,0,0,0,18,3,2100,363512138.5546515
829562.1138137697,5932732.4907454895,541.34,1,2,3,0,0,3,0,0,0,18,3,2100,363512138.5546506
829563.8391794944,5932733.194472964,541.37,2,1,2,0,0,3,0,0,0,18,3,2100,363512138.5681874
829561.6607618824,5932733.737478031,541.01,6,1,3,0,0,3,0,0,0,18,3,2100,363512138.5546525
829562.5526899762,5932734.10400648,541.1,6,2,2,0,0,3,0,0,0,18,3,2100,363512138.5614209
829557.6830797724,5932728.38480492,542.3,6,1,1,0,0,6,0,0,0,18,26,2100,363512138.5208016
829554.4375768009,5932730.233365969,543.4300000000001,7,2,2,0,0,6,0,0,0,18,26,2100,363512138.5072658
829555.5779767339,5932730.10118305,543.4,8,1,2,0,0,6,0,0,0,18,26,2100,363512138.5140345
829553.1071902883,5932730.95222932,542.92,6,1,1,0,0,6,0,0,0,18,26,2100,363512138.5004984
829554.3498995797,5932730.600026505,542.8,7,1,2,0,0,6,0,0,0,18,26,2100,363512138.5072666
829557.5076648982,5932728.42888918,543.96,7,1,1,0,0,6,0,0,0,18,26,2100,363512138.5208007
829554.2768003332,5932730.49741374,544.0600000000001,7,1,2,0,0,6,0,0,0,18,26,2100,363512138.5072658
829554.2329287535,5932730.306796028,545.32,2,2,2,0,0,6,0,0,0,18,26,2100,363512138.5072649
829552.8733115515,5932731.098996236,544.77,5,1,1,0,0,6,0,0,0,18,26,2100,363512138.5004975
829555.7387291477,5932729.573170598,543.84,11,1,1,0,0,6,0,0,0,18,26,2100,363512138.5140336
829555.9433321216,5932728.986479263,544.13,6,2,2,0,0,6,0,0,0,18,26,2100,363512138.5140327
829558.735746379,5932727.915393234,544.99,5,1,2,0,0,6,0,0,0,18,26,2100,363512138.5275683
829559.5845917885,5932733.503182104,542.19,7,1,2,0,0,3,0,0,0,18,3,2100,363512138.5411147
829561.4414958499,5932733.825578367,542.9300000000001,3,1,3,0,0,3,0,0,0,18,3,2100,363512138.5546515
829561.5584014113,5932733.385576638,543.48,4,1,3,0,0,3,0,0,0,18,3,2100,363512138.5546506
829562.6111316291,5932733.766687217,541.83,5,2,3,0,0,3,0,0,0,18,3,2100,363512138.56142
829563.1522722114,5932734.822611416,542.03,4,1,3,0,0,3,0,0,0,18,3,2100,363512138.5681892
829562.5526460556,5932733.620071976,543.09,6,1,2,0,0,3,0,0,0,18,3,2100,363512138.561419
829562.3772800067,5932734.17742498,542.78,3,1,3,0,0,3,0,0,0,18,3,2100,363512138.56142
829563.1084027493,5932734.646660383,543.29,3,1,1,0,0,3,0,0,0,18,3,2100,363512138.5681883
829564.4682033132,5932735.145085538,542.53,3,1,2,0,0,3,0,0,0,18,3,2100,363512138.5749568
829562.0849791957,5932734.881480869,542.97,6,1,2,0,0,3,0,0,0,18,3,2100,363512138.5614209
829563.2691340717,5932733.8986757845,544.59,5,1,2,0,0,3,0,0,0,18,3,2100,363512138.5681865
829575.0072213183,5932719.757793099,536.1,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.5952436
829576.074460556,5932719.273621421,536.15,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.6020111
829569.9634846789,5932722.457272962,535.9300000000001,3,2,2,0,0,2,0,0,0,18,2,2100,363512138.5749442
829565.2268683634,5932725.699371044,535.8,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.554645
829566.571858712,5932724.936487224,535.82,4,2,2,0,0,2,0,0,0,18,2,2100,363512138.5614118
829566.3234085419,5932725.58186256,535.83,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.5614128
829567.4199107542,5932725.2296856,535.83,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.5681802
829567.1422281067,5932725.933731829,535.82,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.5681811
829567.9168073562,5932723.909603927,535.88,4,1,1,0,0,2,0,0,0,18,2,2100,363512138.5681784
829569.6858021576,5932723.161318713,535.91,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.574945
829569.4373566221,5932723.836026738,535.9,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.5749459
829567.6683588248,5932724.569644239,535.84,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.5681793
829568.8966139858,5932725.258781818,535.83,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.5749478
829569.1596740151,5932724.540072583,535.88,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.5749469
829570.5340181265,5932724.481185745,535.91,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.5817144
829570.3001877116,5932725.126556095,535.84,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.5817153
829570.037124065,5932725.815934027,535.85,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.5817162
829573.3699426703,5932721.312724019,536.0,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.5884777
829571.6155083094,5932721.679673227,535.97,4,2,2,0,0,2,0,0,0,18,2,2100,363512138.5817108
829571.3524430213,5932722.354385243,536.01,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.5817117
829573.092258774,5932722.002104438,536.02,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.5884787
829572.8438128703,5932722.676811121,535.97,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.5884796
829573.6330001957,5932720.579348948,536.07,4,1,1,0,0,2,0,0,0,18,2,2100,363512138.5884768
829574.7441573745,5932720.447169057,536.0600000000001,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.5952445
829574.4664754672,5932721.151215136,536.05,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.5952454
829575.2998849599,5932721.31241366,536.03,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6020138
829575.8406254827,5932719.889657131,536.05,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.602012
829576.5131907645,5932719.9482162865,536.08,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6087804
829575.54833047,5932720.637706674,536.07,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6020129
829576.2208953091,5932720.696264843,536.07,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6087814
829574.2326435774,5932721.781919667,536.01,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.5952462
829575.0222029042,5932722.016459496,536.01,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6020147
829573.9695773261,5932722.456629406,535.98,6,2,2,0,0,2,0,0,0,18,2,2100,363512138.5952472
829574.7737574799,5932722.6911669,535.98,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6020155
829575.7239998096,5932722.016345841,536.0,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6087832
829575.957831266,5932721.385640575,536.02,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6087823
829575.4317065714,5932722.7790612485,535.99,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.6087841
829571.0747621316,5932723.073096031,535.94,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.5817126
829570.8263180554,5932723.762468772,535.87,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.5817135
829572.5369032817,5932723.468862255,535.96,6,2,2,0,0,2,0,0,0,18,2,2100,363512138.5884806
829572.273841711,5932724.172905816,535.94,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.5884814
829573.39960806,5932723.967389482,535.91,4,3,3,0,0,2,0,0,0,18,2,2100,363512138.5952491
829572.0253904894,5932724.818278208,535.86,4,2,2,0,0,2,0,0,0,18,2,2100,363512138.5884824
829571.747712564,5932725.5369953215,535.97,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.5884833
829573.1657738346,5932724.583427817,535.88,2,4,4,0,0,2,0,0,0,18,2,2100,363512138.5952499
829572.9173251819,5932725.243467314,535.8100000000001,3,1,1,0,0,2,0,0,0,18,2,2100,363512138.5952508
829573.6772866029,5932723.234012175,535.99,4,2,2,0,0,2,0,0,0,18,2,2100,363512138.5952481
829574.4814595993,5932723.424549271,535.98,6,2,2,0,0,2,0,0,0,18,2,2100,363512138.6020165
829574.2330088934,5932724.069922347,535.92,4,1,1,0,0,2,0,0,0,18,2,2100,363512138.6020174
829574.8909673265,5932724.216483233,535.92,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6087859
829575.1394102655,5932723.527108658,535.94,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.6087851
829576.484531304,5932723.585558904,535.96,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6155534
829576.2214624854,5932724.245601461,535.91,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6155542
829573.9699452565,5932724.759299638,535.91,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6020183
829574.6279012195,5932724.891193514,535.9,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6087869
829573.7068877992,5932725.492675408,535.85,4,3,3,0,0,2,0,0,0,18,2,2100,363512138.6020192
829574.350221016,5932725.609905639,535.86,2,2,2,0,0,2,0,0,0,18,2,2100,363512138.6087878
829575.9730175891,5932724.920310102,535.91,8,2,2,0,0,2,0,0,0,18,2,2100,363512138.6155552
829575.6953339492,5932725.6096912185,535.94,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.6155561
829581.9953854303,5932716.251325774,536.21,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290804
829578.6475008671,5932717.938535667,536.14,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.615546
829577.0539365467,5932718.554794987,536.15,2,2,2,0,0,2,0,0,0,18,2,2100,363512138.6087786
829576.7908704447,5932719.229504219,536.11,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6087795
829578.3698195197,5932718.642582011,536.14,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.615547
829578.1213722572,5932719.3026229,536.12,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6155478
829579.3641648426,5932719.478420103,536.0600000000001,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223165
829580.1533550407,5932717.410291493,536.16,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223137
829579.8756785529,5932718.143671233,536.16,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223147
829581.7323275331,5932716.970036412,536.21,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290813
829581.4400277303,5932717.688751162,536.19,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290822
829579.6272310866,5932718.803711457,536.12,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223155
829580.8992879224,5932719.111507013,536.15,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290841
829580.6216084163,5932719.83021886,536.11,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.629085
829581.1915827583,5932718.363458088,536.15,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290831
829582.3174076049,5932718.52460881,536.14,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6358517
829582.0397265342,5932719.228655318,536.14,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.6358526
829583.6034953265,5932715.165731937,536.28,6,2,2,0,0,2,0,0,0,18,2,2100,363512138.6358473
829585.2993727472,5932714.358787376,536.25,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426145
829585.007075196,5932715.092167716,536.2,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426155
829583.355047894,5932715.825771363,536.22,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6358482
829583.0773666603,5932716.529817013,536.2,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6358491
829584.7586296969,5932715.752210896,536.25,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426164
829584.5101779301,5932716.382917698,536.21,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426172
829586.5128867985,5932714.299924236,536.28,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.649383
829586.235210278,5932715.033302571,536.24,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6493839
829587.4632483606,5932714.373103647,536.3,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6561515
829588.3989455982,5932714.182283242,536.27,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6629199
829587.2001836834,5932715.047813888,536.29,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6561524
829588.1066540576,5932714.9449990755,536.28,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6629208
829585.9575301306,5932715.737349937,536.27,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6493848
829586.9371183026,5932715.722522822,536.24,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6561533
829585.7237014173,5932716.3827207405,536.22,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.6493857
829586.6594416066,5932716.455900945,536.19,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6561542
829587.858205593,5932715.590373953,536.28,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6629217
829587.5951383697,5932716.250417272,536.26,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6629226
829582.8143037803,5932717.219193641,536.1800000000001,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.63585
829582.551241523,5932717.908571666,536.2,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6358509
829583.9694385343,5932717.805673183,536.16,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.642619
829584.2178832777,5932717.130966219,536.2,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426181
829585.4460186502,5932717.072101167,536.24,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6493866
829585.1537237223,5932717.820149104,536.21,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6493875
829583.706372988,5932718.480382562,536.12,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426199
829583.4433083957,5932719.15509402,536.14,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426209
829584.9052742943,5932718.4655227605,536.17,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6493884
829584.6568298988,5932719.140230522,536.15,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6493893
829586.3817633224,5932717.174614116,536.19,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6561551
829586.1040848256,5932717.893327,536.1800000000001,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6561561
829587.3174598367,5932716.969129788,536.24,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6629234
829587.0397856719,5932717.7171750525,536.2,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6629244
829588.2532806804,5932717.540977073,536.2,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6696926
829587.9756043687,5932718.274356068,536.17,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.6696936
829585.8410224754,5932718.582704506,536.1800000000001,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.656157
829586.7767208624,5932718.391885542,536.19,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6629253
829585.5779612915,5932719.286746384,536.11,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.6561579
829586.4990396556,5932719.095931162,536.16,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6629263
829587.7271491757,5932718.87573211,536.2,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.6696944
829587.4494754828,5932719.623778571,536.19,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.6696954
829577.5513988673,5932720.784048636,536.03,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6155497
829577.858309236,5932719.992000276,536.12,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6155488
829579.0718709753,5932720.226471428,536.13,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223174
829578.8088115569,5932720.945179933,536.0600000000001,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223183
829577.0545017046,5932722.089464037,535.99,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6155515
829577.3029489609,5932721.429422624,536.0,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6155506
829576.7768227851,5932722.80817804,536.01,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6155524
829578.5603615721,5932721.590553628,536.02,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223192
829578.3119142408,5932722.250594745,536.0,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223201
829580.0662541569,5932721.29697646,536.04,4,2,2,0,0,2,0,0,0,18,2,2100,363512138.6290869
829580.3439337547,5932720.578264508,536.08,4,2,2,0,0,2,0,0,0,18,2,2100,363512138.629086
829581.4989837003,5932720.636743394,536.0600000000001,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.6358544
829581.2505345864,5932721.282118506,536.0600000000001,5,2,2,0,0,2,0,0,0,18,2,2100,363512138.6358553
829581.7620494824,5932719.962033916,536.1,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6358536
829579.8178044212,5932721.942350557,536.01,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290878
829580.9874690571,5932721.956828745,536.04,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6358562
829579.5547404577,5932722.631726159,535.95,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290887
829580.7244080462,5932722.660872103,536.01,8,2,2,0,0,2,0,0,0,18,2,2100,363512138.6358571
829582.0841416313,5932722.660654997,536.11,2,2,2,0,0,2,0,0,0,18,2,2100,363512138.6426253
829578.0050049963,5932723.0426456975,535.98,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223211
829577.712707374,5932723.776028204,535.98,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.622322
829579.2916759194,5932723.306438823,536.0,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290895
829579.0286100123,5932723.981148828,535.97,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290904
829577.4496460445,5932724.480071604,535.95,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223229
829577.1719643932,5932725.184118431,535.95,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.6223239
829578.7655447293,5932724.655860225,535.98,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290913
829578.502487511,5932725.389235783,535.91,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.6290922
829580.417500167,5932723.452925546,536.0600000000001,8,2,2,0,0,2,0,0,0,18,2,2100,363512138.635858
829580.1544333462,5932724.127633562,535.97,10,1,1,0,0,2,0,0,0,18,2,2100,363512138.635859
829581.5434036521,5932724.098077716,536.05,11,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426271
829581.7041577897,5932723.5993958535,536.41,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426263
829579.9059842003,5932724.773009224,535.98,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.6358598
829579.6575353865,5932725.433047571,535.87,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6358607
829581.3388026342,5932724.670107701,535.91,9,1,1,0,0,2,0,0,0,18,2,2100,363512138.642628
829582.493860388,5932724.772586946,535.9,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.6493966
829581.0611228225,5932725.388819682,535.86,7,1,1,0,0,2,0,0,0,18,2,2100,363512138.642629
829582.2454129312,5932725.4326277375,535.86,6,1,1,0,0,2,0,0,0,18,2,2100,363512138.6493975
829583.1802510709,5932719.888467914,536.03,5,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426217
829582.6541211829,5932721.237890041,536.04,8,1,1,0,0,2,0,0,0,18,2,2100,363512138.6426235
